5;WRI03;0;0;;0;0;;False;0;0;;False;3;20;0;0;0;
6;MUL01;3;0;0;1;20;3;False;0;27;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;3;19;0;0;0;
6;MUL01;3;0;0;1;20;3;False;0;26;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;3;18;0;0;0;
6;MUL01;3;0;0;1;20;3;False;0;25;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;3;17;0;0;0;
6;MUL01;3;4;12;1;20;3;False;0;24;4;False;0;0;;0;0;
5;WRI02;2;1;;0;0;;False;0;0;;False;3;16;2;0;0;
6;MUL01;3;0;0;1;20;3;False;0;23;0;False;0;0;;0;0;
6;ADD02;1;1;;0;0;;False;0;0;;False;0;0;;0;0;
5;WRI03;1;0;;0;0;;False;0;0;;False;3;15;1;0;0;
6;MUL01;3;0;0;1;20;3;False;0;22;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;3;14;0;0;0;
6;MUL01;3;0;0;1;20;3;False;0;21;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;3;13;0;0;0;
6;MUL01;3;3;9;1;20;3;False;0;20;3;False;0;0;;0;0;
5;WRI03;9;0;;0;0;;False;0;0;;False;3;12;9;0;0;
6;MUL01;3;0;0;1;20;3;False;0;19;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;3;11;0;0;0;
6;MUL01;3;0;0;1;20;3;False;0;18;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;3;10;0;0;0;
6;MUL01;3;2;6;1;20;3;False;0;17;2;False;0;0;;0;0;
5;WRI03;6;0;;0;0;;False;0;0;;False;3;9;6;0;0;
6;MUL01;3;0;0;1;20;3;False;0;16;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;3;8;0;0;0;
6;MUL01;3;1;3;1;20;3;False;0;15;1;False;0;0;;0;0;
3;WRI00;;;;0;0;;False;0;0;;False;3;7;3;0;0;
5;WRI00;;;;0;0;;False;0;0;;False;4;28;...........;0;0;
6;MUL01;2;0;0;1;17;2;False;0;28;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;17;0;0;0;
6;MUL01;2;0;0;1;17;2;False;0;27;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;16;0;0;0;
6;MUL01;2;0;0;1;17;2;False;0;26;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;15;0;0;0;
6;MUL01;2;0;0;1;17;2;False;0;25;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;14;0;0;0;
6;MUL01;2;4;8;1;17;2;False;0;24;4;False;0;0;;0;0;
5;WRI03;8;0;;0;0;;False;0;0;;False;4;13;8;0;0;
6;MUL01;2;0;0;1;17;2;False;0;23;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;12;0;0;0;
6;MUL01;2;0;0;1;17;2;False;0;22;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;11;0;0;0;
6;MUL01;2;0;0;1;17;2;False;0;21;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;10;0;0;0;
6;MUL01;2;3;6;1;17;2;False;0;20;3;False;0;0;;0;0;
5;WRI03;6;0;;0;0;;False;0;0;;False;4;9;6;0;0;
6;MUL01;2;0;0;1;17;2;False;0;19;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;8;0;0;0;
6;MUL01;2;0;0;1;17;2;False;0;18;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;7;0;0;0;
6;MUL01;2;2;4;1;17;2;False;0;17;2;False;0;0;;0;0;
5;WRI03;4;0;;0;0;;False;0;0;;False;4;6;4;0;0;
6;MUL01;2;0;0;1;17;2;False;0;16;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;4;5;0;0;0;
6;MUL01;2;1;2;1;17;2;False;0;15;1;False;0;0;;0;0;
3;WRI00;;;;0;0;;False;0;0;;False;4;4;2;0;0;
5;WRI00;;;;0;0;;False;0;0;;False;5;28;.............;0;0;
6;MUL01;1;0;0;1;15;1;False;0;28;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;15;0;0;0;
6;MUL01;1;0;0;1;15;1;False;0;27;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;14;0;0;0;
6;MUL01;1;0;0;1;15;1;False;0;26;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;13;0;0;0;
6;MUL01;1;0;0;1;15;1;False;0;25;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;12;0;0;0;
6;MUL01;1;4;4;1;15;1;False;0;24;4;False;0;0;;0;0;
5;WRI03;4;0;;0;0;;False;0;0;;False;5;11;4;0;0;
6;MUL01;1;0;0;1;15;1;False;0;23;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;10;0;0;0;
6;MUL01;1;0;0;1;15;1;False;0;22;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;9;0;0;0;
6;MUL01;1;0;0;1;15;1;False;0;21;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;8;0;0;0;
6;MUL01;1;3;3;1;15;1;False;0;20;3;False;0;0;;0;0;
5;WRI03;3;0;;0;0;;False;0;0;;False;5;7;3;0;0;
6;MUL01;1;0;0;1;15;1;False;0;19;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;6;0;0;0;
6;MUL01;1;0;0;1;15;1;False;0;18;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;5;0;0;0;
6;MUL01;1;2;2;1;15;1;False;0;17;2;False;0;0;;0;0;
5;WRI03;2;0;;0;0;;False;0;0;;False;5;4;2;0;0;
6;MUL01;1;0;0;1;15;1;False;0;16;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;5;3;0;0;0;
6;MUL01;1;1;1;1;15;1;False;0;15;1;False;0;0;;0;0;
3;WRI00;;;;0;0;;False;0;0;;False;5;2;1;0;0;
0;DRA02;;;;0;0;;False;0;0;;False;5;1;;5;28;
